numberOfViews,m,name,video_id,category,created,creator,location,length,actors0,actors1,actors2,actors3,actors4,user_id,fullname,age,gender,average_watch_time
0,0.14,Viva La Vida,5a248092-d175-467e-9c43-4bbe96b81f9b,Funk,2002-11-16T22:12:23.875Z,Alfred Hitchcock,Mexico,1,Frau Josephine Rittweg,Julian Wollenberg,Loris Porsche,Malia De,,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,3.08,Swanee,5a673a4e-166b-4e89-88a2-4cc840596c05,Metal,2006-01-18T07:06:40.024Z,Christopher Nolan,Mexico,15,Liana Herrmann,Dr. Jolin Benzing,Dr. Dorothea Langhirt,Emmely Rohrer,,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.28500000000000003,ABC,5ae42d70-a974-4ce1-be24-c10f4eb8576d,Blues,2007-12-18T01:16:42.691Z,Alfred Hitchcock,Mexico,30,Peter Stolz,Elia Geyer,Oke Schultze,Aurora Vater,Liz Moormann,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.455,Don't Worry Be Happy,5b41a190-a2f4-41f0-8fd4-0391ec233019,Non Music,2000-11-23T02:11:00.101Z,Christopher Nolan,Mexico,20,Franziska Abraham,Elias Cordes,Marc Nastvogel,Anja Peter,Henrike Fricke,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
2,1.6600000000000001,Incense & Peppermints,5b4360fd-6197-416a-8af6-2a1615667c63,Soul,2006-04-30T01:19:27.530Z,Christopher Nolan,Mexico,16,Vivienne Buchrucker,Tiago Forkel,Prof. Dr. Claas Zaituc,Herr Danny Steinkamp,Franz Illing,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,2.58,Love to Love You Baby,5bbb0f43-24de-45c6-8b55-fce2eb9d7b1f,Rap,2008-08-19T22:37:49.275Z,Steven Spielberg,Mexico,5,Yunus Kaul,Aliya Cors,Lynn Brinkmann,Kim Platzer,Liz Moormann,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,2.705,December 1963 (Oh What a Night),5cc7d4f5-57c7-4ec9-bb9e-93df0664d0aa,Rap,2014-07-27T05:07:28.618Z,James Cameron,Mexico,10,Prof. Dr. Claas Zaituc,Alexia Lübke,Ana Hillard,Prof. Dr. Mads Humbert,Anton Daudrich,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.7050000000000001,I'm Yours,5cd14c40-4665-4b5a-b330-a444d8e7946d,Country,2018-01-16T15:23:44.399Z,Hayao Miyazaki,Mexico,16,Julian Wollenberg,Lennie Mattern,Thomas Holdt,Levi Decker,,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.08,Call Me Maybe,5e5a19a4-602b-4647-b9f3-18b24a2ec7af,Non Music,2007-12-06T22:29:44.839Z,Steven Spielberg,Mexico,4,Hagen Spitzmüller,Anton Daudrich,James Franke,Maike Koubaa,Janosch Östringer,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.6,Wichita Lineman,5e8b4429-2452-4762-a672-523a3cf72ff3,Rap,2016-11-11T21:47:52.216Z,Francis Ford Coppola,Mexico,18,Maik Balnuweit,Sienna Schultz,Maryam Briesenick,Peter Stolz,Tiago Forkel,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.375,My Sharona,5efbd831-1ba6-4d82-a0ed-bfb312c62157,Blues,2003-02-27T13:04:48.315Z,Spike Lee,Mexico,23,Nathan Zimanyi,Pit Benzing,Luca Streese,Nora Naubert,Leonora Mulrain,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.1,You Always Hurt the One You Love,60b5526d-a9dd-4f89-ae78-7e3135acd2cc,World,2004-02-04T19:26:50.555Z,Stanley Kubrick,Mexico,6,Eva Wiechmann,Maike Koubaa,Lynn Brinkmann,Levin Balck,Aurora Vater,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.35,Born in the USA,61e118da-0359-4252-906a-f162a35d2d3b,World,2006-07-25T11:42:32.937Z,Quentin Tarantino,Mexico,11,James Franke,Jens Will,Elias Cordes,Nathan Zimanyi,Liana Herrmann,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,2.83,Killing Me Softly With His Song,644a38dc-4c68-4ad8-ae04-9236a4c5b8bb,Blues,2004-07-18T09:04:28.926Z,Alfred Hitchcock,Mexico,26,Frau Josephine Rittweg,Herr Danny Steinkamp,Lian Komoll,Loris Porsche,Theresa Pressler,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.62,Sugar Sugar,64c03f9b-b7cd-4d5a-b878-f917c0c516e3,Latin,2016-04-23T21:27:23.756Z,Quentin Tarantino,Mexico,15,Jil Beck,Janosch Östringer,Riccardo Tischmann,Thomas Holdt,Vivienne Buchrucker,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.1,The End of the World,6592973a-9c38-43af-bca3-17fec922db66,Blues,2011-09-26T13:08:42.824Z,Alfred Hitchcock,Mexico,8,Nora Naubert,Melinda Reimann,Jil Beck,Thomas Holdt,Neele Alizadeh,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.39,Happy Together,668d072a-486c-4f27-90f5-de1b948cc8c4,Funk,2015-07-30T03:12:39.747Z,Stanley Kubrick,Mexico,21,Dr. Jolin Benzing,Fiona Motzenbbäcker,Andrew Schellenbeck,Finnley Heiser,Liz Moormann,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.725,Uncle Albert (Admiral Halsey),683806c8-7c37-471a-9cc3-97ef33ff6543,Blues,2005-01-11T11:30:33.628Z,Martin Scorsese,Mexico,16,Denise Muckenthaler,Jonte Kron,Jil Beck,Peter Stolz,Elia Geyer,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.5,She Drives Me Crazy,68cb9389-b906-431b-9105-2e0bd2d247d5,World,2011-11-27T23:45:35.236Z,Quentin Tarantino,Mexico,18,Melissa Hildenbrand,Anja Heydemüller,Lene Philipp,Riccardo Tischmann,Ina Ewald,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
2,1.62,Pennies From Heaven,6ab005bc-02f7-4e0c-b2a8-edc966ff8ffd,Metal,2004-01-12T07:46:11.297Z,Steven Spielberg,Mexico,17,Sönke Mues,Lian Komoll,Laureen Geissler,Curt Seiders,Yannis Alizadeh,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,2.58,Waiting For a Girl Like You,6d431131-55f7-410b-9b96-c52fc451ce33,Electronic,2011-05-28T14:09:02.416Z,Martin Scorsese,Mexico,1,Melinda Reimann,Maryam Briesenick,Lene Philipp,Carlotta Elbe,Patrice Evers,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.455,April Showers,6e404e18-b1f1-4620-b230-01aec6d41731,Electronic,2006-08-27T06:18:21.218Z,Stanley Kubrick,Mexico,20,Zehra Donie,Karim Neubauer,Prof. Dr. Mads Humbert,Aliya Cors,Finnley Heiser,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.5,With Or Without You,70bc372e-9250-445f-b247-54d2e245f1e8,Jazz,2011-05-20T21:00:23.966Z,Hayao Miyazaki,Mexico,24,Aurora Vater,Sienna Schultz,Vivienne Buchrucker,Aliya Cors,,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.375,Daydream Believer,727bb2a4-6329-4f50-aa95-67745b2ba1c9,Rock,2010-03-12T03:47:01.221Z,Martin Scorsese,Mexico,19,Maike Koubaa,Nathan Zimanyi,Aliya Cors,Hagen Spitzmüller,Julian Wollenberg,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.08,Crimson & Clover,72cd6b6d-467a-4650-930c-ccff9fa49945,Rap,2008-04-17T21:18:38.939Z,James Cameron,Mexico,3,Elia Geyer,Ina Ewald,Janosch Östringer,Maike Koubaa,,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.16,King of the Road,7310c8a1-ea9a-4486-bf1b-eec4784ea84e,Folk,2007-06-12T23:45:14.927Z,Quentin Tarantino,Mexico,9,Viktoria Blank,Maryam Briesenick,Cora Jamrozy,Prof. Dr. Claas Zaituc,,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.25,Everybody Loves Somebody,74fb4f18-6043-45fa-a9a6-a3e5cf59717b,Country,2008-12-31T00:14:07.547Z,Stanley Kubrick,Mexico,11,Aimee Bogdashin,Ina Ewald,Oke Schultze,Yunus Kaul,Maik Sagonas,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.12000000000000001,We Are Family,760195c7-f781-49cf-af1c-02810e43fbc6,Soul,2006-05-13T03:58:33.306Z,Stanley Kubrick,Mexico,9,Niclas Huth,Levi Decker,Wibke Neuschwander,Henrike Fricke,Anja Peter,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.6,Wanted,77a64f08-51a6-4e90-bb28-ef0d3cb8799f,Jazz,2005-08-09T03:16:54.613Z,Stanley Kubrick,Mexico,14,Sofia Marxen,Sienna Schultz,Melinda Reimann,Neele Alizadeh,Lynn Brinkmann,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.35,I Will Always Love You,7ab3acf2-f04c-48b4-a6fc-e6ce466c72aa,World,2012-01-23T10:28:57.015Z,Christopher Nolan,Mexico,21,Magdalena Schönball,Kim Platzer,Anja Peter,Alexia Lübke,Ana Hillard,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.16,Heartbreak Hotel,7be0663d-d7c7-4ff5-9572-6f4b0d0a4172,Pop,2005-09-18T16:26:23.784Z,Stanley Kubrick,Mexico,0,Ina Ewald,Prof. Dr. Tom Zahn,Mirco Hartz,Anja Peter,Neele Alizadeh,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.1,Green Onions,7c93217e-6b8a-4bf5-b015-f50bc1a36b1a,Funk,2010-10-16T22:29:01.998Z,Steven Spielberg,Mexico,6,Tessa Kleinmann,Anton Daudrich,Ron Manns,Kim Platzer,Dr. Paulina Ophey,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.16,Twist & Shout,7d3285d3-2f58-4748-8855-dacfcafeac3d,Funk,2010-11-23T12:27:12.004Z,Alfred Hitchcock,Mexico,3,Oke Mensing,Franz Illing,Fiona Motzenbbäcker,Viktoria Blank,,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
2,1.5,Ring My Bell,7f85bd1b-af47-45cc-8f1e-10e0b24b290c,Soul,2002-04-07T06:00:48.312Z,Alfred Hitchcock,Mexico,13,Loris Porsche,Maike Koubaa,Aliya Cors,Janosch Östringer,Vin Forst,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.35,I'm So Lonesome I Could Cry,82f21c26-dffa-4c5e-999a-502f238a19ab,Electronic,2012-02-10T17:23:35.065Z,Alfred Hitchcock,Mexico,26,Henrike Fricke,Magdalena Schönball,Tiago Forkel,Fiona Motzenbbäcker,Peter Stolz,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.28500000000000003,Tom Dooley,84081f86-9eb3-4a0f-a6b1-189ea031efc3,Jazz,2006-11-09T06:11:19.729Z,Quentin Tarantino,Mexico,10,Lynn Brinkmann,Elias Cordes,Denise Muckenthaler,Levi Decker,Liz Moormann,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.475,Knock Three Times,851d90cc-eee7-4ba2-8d44-6bbf8a7525e2,Hip Hop,2022-03-07T22:24:10.055Z,Martin Scorsese,Mexico,19,Herr Danny Steinkamp,Levin Balck,Malia De,Riccardo Tischmann,Dr. Dorothea Langhirt,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.12000000000000001,I'm So Lonesome I Could Cry,85d9558b-b85d-4916-b3ed-01764f53228a,Blues,2015-09-05T14:32:22.801Z,Alfred Hitchcock,Mexico,7,Tiago Forkel,Dr. Jolin Benzing,Herr Danny Steinkamp,Melissa Hildenbrand,Janosch Östringer,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.5,Cathy's Clown,86a2e30f-a928-4b12-aba5-1a93439361dc,Rap,2016-02-06T16:37:00.408Z,Stanley Kubrick,Mexico,18,Alexia Lübke,Emmely Rohrer,Eva Wiechmann,Mirco Hartz,Maryam Briesenick,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
2,1.62,(Let Me Be Your) Teddy Bear,86eb0e77-79de-4684-bc86-bf349a588dec,Classical,2009-04-01T23:14:03.631Z,Stanley Kubrick,Mexico,16,Maike Koubaa,Paul Klapper,Emmely Rohrer,Maryam Briesenick,Riccardo Tischmann,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
2,1.62,Stand By Me,872c54b4-cbeb-48cd-b07e-e8c3bcae8b2d,Classical,2016-07-13T04:37:33.872Z,Alfred Hitchcock,Mexico,25,Ivan Poschmann,Anton Daudrich,Niclas Huth,Richard Moser,Jil Beck,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.245,Kiss On My List,87d83581-08c4-42b6-b79a-743bb4f81a5c,Soul,2020-05-14T07:53:48.753Z,Stanley Kubrick,Mexico,30,Marc Nastvogel,Aliya Cors,Yunus Kaul,Eva Wiechmann,Maike Koubaa,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.08,Green River,88e0debe-61e3-480e-8243-f8f9539a5cd5,Non Music,2020-12-04T18:42:07.878Z,Steven Spielberg,Mexico,2,Oke Mensing,Jonte Kron,Cora Jamrozy,Aimee Bogdashin,Aurora Vater,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.745,Apologize,8bade5a3-c79a-46c5-940f-e5dfe49e34f7,Classical,2019-07-29T20:36:08.723Z,James Cameron,Mexico,16,Henrike Fricke,Levi Decker,Kim Platzer,Finnley Heiser,Maik Balnuweit,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
1,0.73,Ode To Billie Joe,8bc454b0-a6a9-4c2d-8e42-c7ff414b88d7,Folk,2022-05-05T04:26:06.771Z,Quentin Tarantino,Mexico,26,Cora Jamrozy,Lynn Brinkmann,Maik Sagonas,Franziska Abraham,Julian Kobs,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
2,1.6400000000000001,Don't You Want Me,8c238139-41b7-49a9-a570-61c2b5df9fcb,Rap,2009-10-14T10:25:47.022Z,Spike Lee,Mexico,15,Nathan Zimanyi,Norman Gerschler,Lennie Mattern,Aurora Vater,,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.37,Can't Help Falling in Love,8c7f3edf-cf89-45dc-921a-697db780cdec,Soul,2010-05-05T00:05:14.058Z,Martin Scorsese,Mexico,11,Levin Balck,Pit Benzing,Janosch Östringer,Cora Jamrozy,Maike Koubaa,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.16,Kiss,8d04bc0c-4040-4d47-a27a-b314f16c3130,Rap,2018-08-08T07:18:28.374Z,Steven Spielberg,Mexico,2,Jil Beck,Maik Balnuweit,Curt Seiders,Herr Danny Steinkamp,Elia Geyer,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.35,People,8df0ff79-ddc1-4664-a974-d32e2f1af4ed,Country,2014-06-24T01:10:25.541Z,Martin Scorsese,Mexico,26,Richard Moser,Liana Herrmann,Cora Jamrozy,Herr Danny Steinkamp,Malia De,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.125,Theme From 'A Summer Place',8f4d3c4f-ce76-4203-ac01-d6509e35be9d,Hip Hop,2020-06-21T06:00:37.108Z,Quentin Tarantino,Mexico,22,Lian Komoll,Prof. Dr. Tom Zahn,Kim Platzer,Malia De,Maike Koubaa,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,2.705,Yeah!,900c8739-89b2-4904-8ec6-30523dc424c8,Rock,2020-12-09T16:37:54.921Z,Steven Spielberg,Mexico,30,Finnley Heiser,Luca Streese,Dennis Steinert,Jeremie Theele,Levin Balck,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.37,My Guy,90a7722a-ac3c-4e4f-85ba-65b728af8b0f,Metal,2005-07-23T17:42:39.548Z,Martin Scorsese,Mexico,26,Mirco Hartz,Thomas Holdt,Zehra Donie,Jeremie Theele,Liz Moormann,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.375,You're Beautiful,9180055c-9d49-4c5e-a784-a145e7f48ee3,Non Music,2013-07-21T03:22:25.501Z,Stanley Kubrick,Mexico,12,Paul Klapper,James Franke,Jonte Kron,Damien Morhelfer,Levin Balck,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.08,Bad Girls,9198e922-89a1-44c5-994c-e67947ea37e1,Rock,2019-08-08T19:04:41.480Z,Spike Lee,Mexico,9,Viktoria Blank,Peter Stolz,Julian Wollenberg,Laureen Geissler,Charlotta Tischler,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.225,Brother Louie,955f343b-3149-46e1-a904-44f4197a55fc,Blues,2017-01-18T16:23:45.154Z,Quentin Tarantino,Mexico,30,Sofia Marxen,Julian Wollenberg,Levi Decker,Riccardo Tischmann,Nathan Zimanyi,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.39,Grenade,9616771e-af00-4584-86a9-41cc473dd523,Non Music,2011-01-25T07:55:09.734Z,Steven Spielberg,Mexico,21,Lian Komoll,Luca Streese,Wibke Neuschwander,Frau Josephine Rittweg,,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.14,One of Us,97f9f243-a368-4d72-a7ba-1c42b5aebb9e,Reggae,2022-07-25T09:57:00.181Z,Steven Spielberg,Mexico,3,Karim Neubauer,Yannis Alizadeh,Levi Decker,Elias Cordes,Jeremie Theele,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.225,Till I Waltz Again With You,990dea53-ecec-4aa5-9992-393d3829f466,Jazz,2017-12-16T02:50:08.447Z,Christopher Nolan,Mexico,22,Theresa Pressler,Prof. Dr. Claas Zaituc,Oke Mensing,Emmely Rohrer,Liz Moormann,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.375,Rock the Boat,9a14a012-f68b-4a50-aed1-0f194e8502bf,Hip Hop,2006-08-16T20:43:18.476Z,Alfred Hitchcock,Mexico,20,Julian Kobs,Hagen Spitzmüller,Norman Gerschler,Lucian Büttner,Prof. Dr. Mads Humbert,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
2,1.62,Burn,9b456b2a-d751-441d-b84f-de5fe83b5e87,Hip Hop,2010-07-31T23:31:15.384Z,Christopher Nolan,Mexico,13,Sebastian Greb,Emmely Rohrer,Fiona Motzenbbäcker,Neele Alizadeh,Carlotta Elbe,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0,Hey There,9b717b4c-944d-43c2-952e-c1655eac2dce,Electronic,2002-12-08T02:31:33.858Z,Hayao Miyazaki,Mexico,2,Herr Danny Steinkamp,Damien Morhelfer,Prof. Dr. Tom Zahn,Theresa Pressler,James Franke,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.62,Make it With You,9ba67cbd-237e-48da-8bec-309366f1c6d7,Pop,2006-08-07T14:27:54.407Z,Francis Ford Coppola,Mexico,24,Levi Decker,Alexia Lübke,Tessa Kleinmann,Leonora Mulrain,Lynn Brinkmann,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
1,0.48000000000000004,Nights in White Satin,9dcf6537-c895-4888-a28b-09c71f9e6c5b,Non Music,2022-08-08T00:11:01.115Z,James Cameron,Mexico,7,Zehra Donie,Melinda Reimann,Levi Decker,Niclas Huth,James Franke,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.12000000000000001,Some Enchanted Evening,a0e6d31e-121a-4ffc-af24-9f4d7e8e7c46,Soul,2003-05-22T06:06:48.730Z,Quentin Tarantino,Mexico,2,Janosch Östringer,Curt Seiders,Prof. Dr. Mads Humbert,Aliya Cors,Melinda Reimann,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.12000000000000001,One O'Clock Jump,a1ebdd0c-cbe2-4a33-9616-79da760c1ab8,Blues,2021-01-12T03:41:30.144Z,James Cameron,Mexico,8,Liana Herrmann,Dr. Paulina Ophey,Dr. Dorothea Langhirt,Julian Wollenberg,Elia Geyer,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.495,The Christmas Song (Chestnuts Roasting On An Open Fire),a235e286-14d6-44d4-8b1a-43ff1772891c,Pop,2010-03-23T15:52:48.856Z,Spike Lee,Mexico,20,Lucian Büttner,Loris Porsche,Patrice Evers,Mirco Hartz,Theresa Pressler,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
2,1.5,Help Me,a36e4b58-fd02-4ffd-92f6-bf9e8fa85c05,Folk,2016-04-29T23:11:36.554Z,Francis Ford Coppola,Mexico,12,Anja Peter,Jens Will,Gianluca Köseoglu,Sofia Marxen,Sienna Schultz,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.475,Hot Child In The City,a3b0ff91-24f1-4125-9b31-67d11ef9af25,Metal,2012-07-03T00:25:59.385Z,Christopher Nolan,Mexico,23,Elia Geyer,Liz Moormann,Tiago Forkel,Denise Muckenthaler,Damien Morhelfer,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,2.705,Bitter Sweet Symphony,a5382918-0792-48ea-bd02-611960fa3944,World,2011-12-15T09:36:20.499Z,James Cameron,Mexico,22,Aimee Bogdashin,Denise Muckenthaler,Lennie Mattern,Niclas Huth,Cora Jamrozy,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.66,Hard to Say I'm Sorry,a6052e52-6af1-4635-9d0b-881722626902,Reggae,2006-09-08T15:36:41.858Z,Francis Ford Coppola,Mexico,15,Elia Geyer,Sofia Marxen,Denise Muckenthaler,Julian Wollenberg,Herr Danny Steinkamp,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.475,Wake Me Up Before You Go Go,a6170176-7976-454e-9a82-a5955399227c,Rock,2013-01-04T05:51:56.349Z,Alfred Hitchcock,Mexico,19,Curt Seiders,Anja Peter,Jonte Kron,Charlotta Tischler,Franziska Abraham,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.6,Boom Boom Pow,a66a73b8-c9df-4ece-a1f9-c4c596a02629,Non Music,2014-08-25T18:38:12.335Z,Martin Scorsese,Mexico,18,James Franke,Claas Bauer,Franziska Abraham,Curt Seiders,,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.475,Bleeding Love,a6f440c4-22b6-46dd-aa96-2d3d58d39f8f,Stage And Screen,2021-11-08T12:25:15.920Z,Alfred Hitchcock,Mexico,13,Janosch Östringer,Dennis Steinert,Sebastian Greb,Norman Gerschler,Tessa Kleinmann,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.20500000000000002,Baby Got Back,a85cbf0a-aab9-4608-a2bc-400faeba3732,World,2007-05-19T07:02:10.907Z,Christopher Nolan,Mexico,10,Anton Daudrich,Tiago Forkel,Ron Manns,Sönke Mues,James Franke,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.375,Good Lovin',a93c4961-8a82-42b8-b750-4bbdcd698bc4,Blues,2019-07-11T16:45:41.927Z,Stanley Kubrick,Mexico,20,Pit Benzing,Peter Stolz,Melinda Reimann,Anja Heydemüller,Herr Danny Steinkamp,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.41000000000000003,It Had to Be You,a9ecb70d-86d6-4cf2-a7d3-7c96d6472239,Metal,2001-04-28T15:31:34.742Z,Martin Scorsese,Mexico,26,Franz Illing,Pit Benzing,Gianluca Köseoglu,Damien Morhelfer,James Franke,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.455,Wild Thing,afb4c1ad-69c2-48bc-b9bd-e21d68eaaffa,Electronic,2010-04-12T01:06:11.638Z,Alfred Hitchcock,Mexico,19,Malia De,Marc Nastvogel,Ivan Poschmann,Vivienne Buchrucker,Theresa Pressler,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.225,The Glow-Worm,b00e95eb-7b46-4050-8817-0753649dd733,Hip Hop,2000-12-13T08:56:23.513Z,Quentin Tarantino,Mexico,10,Gianluca Köseoglu,Jonte Kron,Kim Platzer,Loris Porsche,Sebastian Greb,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
0,0.62,Hero,b0a55e0c-05c4-486c-9679-36f0643aac99,Blues,2001-01-30T07:33:36.597Z,James Cameron,Mexico,14,Aurora Vater,Nora Naubert,Karim Neubauer,Richard Moser,Julian Wollenberg,00e6d9e9-f5bb-49a5-9e16-af3dd2ba9e3f,Naomi Mallmann,11,Female,28
